dataset,method,classifier,seed,n_selected,n_total,reduction_ratio,accuracy,precision,recall,f1_score,f1_macro,roc_auc,fit_time,clf_time
nsl_kdd,PCA,RandomForest,42,24,121,0.8016528925619835,0.728708303761533,0.7974788122361719,0.728708303761533,0.723555920096169,0.7267551527539386,0.9206625638194664,0.1157269477844238,62.17839980125427
nsl_kdd,PCA,ExtraTrees,42,24,121,0.8016528925619835,0.7248935415188077,0.7962766540902578,0.7248935415188077,0.719225629069542,0.7226669403621533,0.9179896491660496,0.1157269477844238,6.748025178909302
nsl_kdd,PCA,GradientBoosting,42,24,121,0.8016528925619835,0.7710255500354861,0.8169706666912891,0.7710255500354861,0.7696016347764165,0.7707339484388759,0.9154150243205288,0.1157269477844238,200.4108533859253
nsl_kdd,PCA,HistGradientBoosting,42,24,121,0.8016528925619835,0.7508427963094393,0.807788912338118,0.7508427963094393,0.7478753288611366,0.7499474454734383,0.941512765762934,0.1157269477844238,3.543509006500244
nsl_kdd,PCA,XGBoost,42,24,121,0.8016528925619835,0.7439229950319376,0.8045434129749586,0.7439229950319376,0.7403358990228069,0.742745822358401,0.941949898228844,0.1157269477844238,0.788762092590332
nsl_kdd,PCA,LightGBM,42,24,121,0.8016528925619835,0.748403122782115,0.8060554911138612,0.748403122782115,0.7452924186801158,0.7474457708323201,0.9412630531597164,0.1157269477844238,2.2670223712921143
nsl_kdd,PCA,CatBoost,42,24,121,0.8016528925619835,0.7613999290276792,0.814373918731546,0.7613999290276792,0.759105409768318,0.7607850086259325,0.9295496788537602,0.1157269477844238,1.3145217895507812
nsl_kdd,PCA,KNN,42,24,121,0.8016528925619835,0.7613555713271823,0.829325753217545,0.7613555713271823,0.757447058375033,0.7599713400127265,0.8065920259530672,0.1157269477844238,35.357693672180176
nsl_kdd,PCA,MLP,42,24,121,0.8016528925619835,0.7621540099361249,0.8323890231836573,0.7621540099361249,0.7580258717555147,0.7606517982836046,0.931231787467922,0.1157269477844238,190.05703139305115
nsl_kdd,GA,LogisticRegression,42,10,121,0.9173553719008264,0.7492902767920511,0.7961921624609639,0.7492902767920511,0.7474380504097073,0.7488665708557738,0.8634761589601287,,
nsl_kdd,GA,LinearSVM,42,10,121,0.9173553719008264,0.744277856635912,0.7904823181150371,0.744277856635912,0.7424211914790513,0.7438577487577921,,,
